latitude,longitude,group,soil_type,land_use,population_density,groundwater_level,rainfall,elevation,proximity_to_water,borewells,water_retention,feasibility,temperature,vegetation_cover,aquifer_type,borewell_depth,water_quality,recharge_rate,extraction_rate
12.80300359335592,77.54793779044721,2,silt,natural,362.65242948315046,7.0317089739478815,1194.377273217383,816.2511065297456,0.4535172348010319,22.0,high,1,26.07266670101488,59.44356871150874,unconfined,15.718483212439327,good,101.24097150601595,41.62424793224298
12.96552703241646,77.62716904809152,4,loam,mixed,1480.7978257870138,10.572245545223014,876.323299821827,895.9745721461969,2.7944711607567783,85.0,low,1,24.76624160508629,21.046975336192048,unconfined,15.67314959544183,good,58.61639511703625,99.60788916145958
13.171365307887665,77.64403453876834,3,sand,industrial,2574.7788372044774,29.123856696675453,855.0469077798111,935.1581400017237,4.725230321805709,52.0,low,0,28.657009923240036,14.486561577065649,confined,41.01542901392054,poor,91.01097208419355,91.85595625658316
13.05935267680716,77.63464488202932,3,gravel,industrial,4754.717260026311,38.769643164283096,768.5182165622264,936.3789622965003,4.343871942217077,32.0,low,0,20.321095804820583,11.414903690642877,unconfined,53.57504620459664,poor,66.76083424130042,82.20753545169859
12.952353934783142,77.46865588301488,2,silt,natural,140.72147317981475,,1088.3006631476426,840.6773748572006,0.03880249123643087,30.0,high,1,26.438679275551262,76.30756795612541,confined,22.707421672360233,good,109.54626786998284,25.900893164288632
13.114684697564641,77.55568889607316,3,sand,industrial,3517.873723204795,21.53606096628843,738.4032169480073,926.2361213707172,2.981020305488306,37.0,low,0,27.629488785115612,11.760560050132531,unconfined,28.145431078312615,moderate,89.24995872117918,71.17083546531359
13.106986191606095,77.71028031847672,3,gravel,urban,2662.558348889027,27.093324099701658,729.2042038593925,864.387615538978,3.8838762060287233,38.0,low,0,27.594865691883072,8.56983692140113,confined,33.90580216036321,poor,72.72917527876047,96.29957669599277
13.06222269220054,77.51118815217983,3,gravel,industrial,2116.7898899770025,29.406275597877446,887.6128279136262,850.861900259178,2.8255706353204273,29.0,low,0,28.86073967095525,10.126880723288114,confined,40.06166474407405,moderate,74.6205393357686,60.88955000061897
12.823198617662284,77.62881712316263,4,clay,mixed,1072.0376365828529,12.803352119073311,983.5294555808866,801.9972932578028,2.728760085161332,57.0,low,1,27.29033742829494,33.51493520694354,unconfined,24.176400383356558,,59.31846944080856,128.5353830622297
12.962610850351933,77.49173569965069,2,loam,agricultural,170.08870884233093,8.447847157015993,1166.2406820638648,858.660173740456,1.2677789236648838,18.0,high,1,29.278100616476962,78.80756975604312,confined,20.84202629367465,good,166.08950539389278,38.291768229661415
13.021478821910557,77.76496914717129,1,loam,urban,9333.85177253,32.05818034526201,925.0866900333187,895.5394905247941,1.2876268692657824,109.0,low,0,23.326565998208913,12.536694591216964,confined,38.868683949983485,good,77.56206590613088,192.24496931836367
13.125715217329665,77.68086724799534,3,sand,urban,2847.43623193108,30.86428664575231,861.6536422432557,901.8015348908519,4.727016766507109,29.0,low,0,25.03209416751543,13.749770586241176,unconfined,45.45435751339665,moderate,60.33364688945379,85.65821343786703
12.953466653563261,77.65053438245852,4,clay,mixed,2900.9183411505915,13.215452836579779,813.807387382275,800.7463140417219,2.873299974528668,50.0,low,1,20.140796632828906,38.48155610588539,unconfined,24.60284539947216,good,67.01657542196034,120.91271926408625
12.765010851400127,77.67607666300886,4,loam,mixed,2163.244585978387,11.93290406674541,866.9578083781358,842.2686619657426,0.23313725517517647,81.0,low,1,20.06957587303291,33.40831029317913,unconfined,25.40337325545096,,79.84396436680859,143.1765777311405
13.043186493995977,77.69888468769255,3,sand,industrial,3309.842569306298,22.117486364262586,762.7406249514313,921.8068161200861,3.5970807045839446,33.0,low,0,22.4012662045152,14.312666274013377,confined,32.518143517104306,poor,96.24361277167051,91.4566014824199
13.040016580474171,77.41677674654237,2,loam,agricultural,332.03553386778185,6.650584469278076,1090.693596585784,844.2693701967436,0.6067285644283409,49.0,high,1,21.00807197139085,61.936357624321055,unconfined,15.793352945176903,good,192.03763503214918,38.67105819336905
12.973983986205972,77.51389657530552,4,clay,mixed,2033.3967704525355,13.935306658215374,871.1915546941281,873.2219206312222,1.178517229444207,60.0,low,1,22.602113679357537,39.06032352080885,unconfined,28.707135724165333,good,64.39529521987416,82.28048676745222
12.94907023657841,77.63068933844959,4,sand,mixed,2517.5525075146506,16.11408380315161,829.7013563287362,823.3018964396834,0.5389536538660257,67.0,low,0,21.770432945283975,34.0556575433195,unconfined,26.93529751134997,moderate,86.78104888799425,106.1464292768253
12.873902058557054,77.53318214436753,2,loam,natural,212.9984263891409,7.472295350414246,1078.9401226240632,881.3142004481725,1.156144204024825,24.0,high,1,20.28520024838648,51.26017302256436,unconfined,21.141031178406035,good,177.55190805238095,35.27558688807417
12.955786567460912,77.46658585252602,2,silt,natural,241.22015664012096,5.187472085153477,1144.3151762007244,858.8431240453452,1.9159587064977812,10.0,high,1,29.093041464060494,77.20618495457158,confined,19.720396048816376,good,180.88230999827948,30.8900209742706
13.124374247028387,77.66261284717108,3,gravel,urban,4682.282907599752,27.905186308623158,776.4246988919947,871.0763099429906,3.5092178008148274,,low,0,20.082231313888915,9.844728090331927,confined,39.658732578709746,moderate,78.538114237574,65.96591632489219
12.752585808199616,77.63038911569043,4,sand,mixed,2892.913026300811,11.129992446026137,826.4537430196964,823.6720475853833,0.24874374418344347,52.0,low,0,27.360821443370853,29.206539695556657,unconfined,21.619379231212886,good,50.52539990497939,90.10967408568436
12.837611822784314,77.77146343501738,1,clay,urban,9462.791137432372,18.098338591859942,839.3376394625647,912.8030464569537,3.4800053339096335,200.0,moderate,0,21.521478869195164,15.664666059796343,unconfined,23.13344710096645,good,88.08381427231242,155.29965826889216
12.88950404182588,77.7522109628212,1,clay,urban,7097.239969786568,34.430383715623776,847.4966610338768,932.9939593212443,2.360891977805028,204.0,moderate,0,29.122296219996002,11.49384546771228,unconfined,39.83058012301384,,55.329872491467505,128.5917575862213
13.03477730463269,77.61748958875569,3,sand,urban,4341.096509020645,20.83830433432515,759.9795185989072,891.5627782029155,4.567775568773893,43.0,low,0,28.92795939589886,9.691660485673985,unconfined,27.846816494836315,moderate,55.84356931102009,61.650024490449816
13.01423219864764,77.57219447883668,3,gravel,industrial,3429.007199903296,26.539391377372027,828.5590141012618,875.8300429127593,3.304034444949411,42.0,low,0,26.539011463692574,13.311272167177457,unconfined,33.39947569593198,moderate,80.28124013230763,69.94791135274667
13.110753007038898,77.57532950399937,3,sand,industrial,3492.6195564383065,23.170381456676726,820.1890969075438,936.7011606910601,2.5785188268267367,46.0,low,0,26.722341498006053,5.154824591375153,unconfined,30.71796940867518,poor,99.17602605126508,89.27457166071343
